ID,Sector,WorkFromHome,HoursWorkedPerDay,MeetingsPerDay,CommuteChange,StressLevel,ProductivityChange,HealthIssues,ChildcareResponsibilities,SalaryChange,JobSecurity,TechnologyAdaptation,CollaborationChallenges,ProductivityResilienceIndex,Age,YearsExperience,StressLevel_Numeric,ProductivityChange_Numeric,TechAdaptation_Numeric,CollaborationChallenges_Numeric,JobSecurity_Numeric,WorkFromHome_Numeric,HealthIssues_Numeric,ChildcareResponsibilities_Numeric
190,Retail,True,6.5,4,Decreased,Medium,No Change,False,False,Increased,Secure,Good,Moderate,89.1,54,16,2,0,3,2,2,1,0,0
191,Education,True,9.4,7,No Change,High,Increased,True,False,Increased,Uncertain,Good,Minor,41.3,58,7,3,1,3,1,1,1,1,0
192,Education,False,6.7,5,No Change,Medium,Decreased,False,True,No Change,Uncertain,Fair,Minor,48.1,54,29,2,-1,2,1,1,0,0,1
193,Retail,True,7.3,4,No Change,Medium,Decreased,False,False,Decreased,At Risk,Excellent,Moderate,59.8,45,17,2,-1,4,2,0,1,0,0
194,Retail,False,9.4,3,Decreased,Medium,Increased,False,False,No Change,Uncertain,Fair,None,50.3,31,1,2,1,2,0,1,0,0,0
195,IT,True,9.6,8,Decreased,High,Increased,True,False,Decreased,Secure,Good,Moderate,58.0,51,20,3,1,3,2,2,1,1,0
196,Retail,True,9.7,3,Decreased,High,No Change,False,False,Increased,At Risk,Poor,Minor,18.9,43,18,3,0,1,1,0,1,0,0
197,Finance,True,10.1,3,Decreased,Low,Increased,False,False,Increased,Secure,Good,Moderate,100.0,27,7,1,1,3,2,2,1,0,0
198,IT,True,7.3,6,Decreased,High,Increased,False,False,No Change,Secure,Good,Moderate,72.8,41,12,3,1,3,2,2,1,0,0
199,IT,False,10.7,5,Decreased,Medium,Decreased,True,True,No Change,Uncertain,Good,Minor,36.6,31,11,2,-1,3,1,1,0,1,1
200,Education,True,10.4,5,Decreased,High,Increased,False,True,No Change,At Risk,Good,Moderate,20.4,49,0,3,1,3,2,0,1,0,1
201,Finance,True,7.1,7,Decreased,High,Increased,False,False,Decreased,At Risk,Good,Moderate,35.7,34,3,3,1,3,2,0,1,0,0
202,Finance,True,8.6,3,Decreased,High,No Change,False,True,Decreased,Secure,Fair,Moderate,62.6,41,18,3,0,2,2,2,1,0,1
203,Education,False,10.8,4,Decreased,High,No Change,False,False,No Change,Secure,Excellent,Severe,71.5,60,15,3,0,4,3,2,0,0,0
204,IT,True,7.8,7,No Change,Medium,Decreased,False,False,Increased,Uncertain,Excellent,Moderate,63.2,58,22,2,-1,4,2,1,1,0,0
205,Finance,True,9.5,7,Decreased,Medium,Decreased,False,False,Decreased,Secure,Poor,Minor,72.8,35,15,2,-1,1,1,2,1,0,0
206,Retail,True,8.4,4,Decreased,High,Decreased,False,True,Decreased,At Risk,Good,Moderate,23.3,54,18,3,-1,3,2,0,1,0,1
207,Education,True,7.7,4,Decreased,Medium,No Change,True,False,No Change,Uncertain,Excellent,Moderate,64.6,38,6,2,0,4,2,1,1,1,0
208,Finance,True,7.6,3,Decreased,High,Increased,False,False,No Change,At Risk,Fair,Moderate,27.6,49,8,3,1,2,2,0,1,0,0
209,IT,True,7.6,6,Decreased,Medium,Increased,True,False,Increased,Secure,Excellent,Minor,81.1,23,3,2,1,4,1,2,1,1,0
210,Healthcare,True,6.3,6,Decreased,High,Decreased,False,False,Increased,Secure,Fair,Minor,57.0,61,26,3,-1,2,1,2,1,0,0
211,Healthcare,True,6.7,5,Decreased,High,Decreased,False,False,No Change,Secure,Poor,None,51.6,30,10,3,-1,1,0,2,1,0,0
212,Retail,True,6.4,4,Decreased,High,Decreased,False,False,No Change,Secure,Fair,Minor,55.2,52,2,3,-1,2,1,2,1,0,0
213,Finance,True,6.8,8,Decreased,High,No Change,False,False,No Change,Secure,Good,Severe,77.4,31,11,3,0,3,3,2,1,0,0
214,Education,True,10.1,6,No Change,Medium,No Change,False,False,No Change,Uncertain,Good,Minor,65.6,53,27,2,0,3,1,1,1,0,0
215,Finance,True,9.8,8,Decreased,Low,Increased,False,False,No Change,At Risk,Good,Minor,54.3,58,30,1,1,3,1,0,1,0,0
216,Finance,False,9.7,5,No Change,High,Increased,True,False,No Change,Uncertain,Good,None,40.0,54,21,3,1,3,0,1,0,1,0
217,Finance,True,11.0,5,Decreased,High,Increased,True,False,No Change,Secure,Fair,Severe,52.8,42,18,3,1,2,3,2,1,1,0
218,Education,True,8.9,8,Decreased,Low,Increased,False,True,Increased,Uncertain,Good,Moderate,82.3,31,11,1,1,3,2,1,1,0,1
219,IT,True,10.2,4,Decreased,High,No Change,False,False,Increased,Secure,Good,Minor,79.9,33,13,3,0,3,1,2,1,0,0
220,Healthcare,False,10.8,3,No Change,Medium,Decreased,False,False,Increased,Secure,Good,Minor,88.9,62,21,2,-1,3,1,2,0,0,0
221,Retail,True,6.4,3,Decreased,Medium,No Change,False,False,Decreased,Secure,Excellent,Moderate,94.0,33,7,2,0,4,2,2,1,0,0
222,Healthcare,False,9.5,3,Increased,High,No Change,False,True,No Change,Secure,Good,Minor,56.3,47,27,3,0,3,1,2,0,0,1
223,IT,True,6.2,8,No Change,Medium,No Change,False,False,Increased,At Risk,Excellent,Minor,44.3,38,14,2,0,4,1,0,1,0,0
224,IT,True,7.9,6,Decreased,Medium,No Change,False,False,No Change,Secure,Good,Moderate,78.4,41,17,2,0,3,2,2,1,0,0
225,Retail,True,9.6,7,Decreased,High,Increased,False,False,No Change,Secure,Fair,None,55.1,57,28,3,1,2,0,2,1,0,0
226,Finance,True,10.4,4,Decreased,Medium,Increased,True,False,No Change,Uncertain,Excellent,None,56.6,61,13,2,1,4,0,1,1,1,0
227,Education,True,10.6,3,Decreased,Medium,Decreased,True,False,No Change,Uncertain,Good,Moderate,55.5,36,9,2,-1,3,2,1,1,1,0
228,Finance,False,7.3,4,No Change,Medium,No Change,False,False,No Change,Secure,Excellent,None,94.0,46,26,2,0,4,0,2,0,0,0
229,Finance,False,7.0,2,No Change,Medium,No Change,True,False,No Change,Uncertain,Poor,Minor,23.7,51,2,2,0,1,1,1,0,1,0
230,Healthcare,True,10.7,7,Decreased,High,No Change,False,True,Increased,At Risk,Fair,Moderate,16.5,26,6,3,0,2,2,0,1,0,1
231,Healthcare,True,8.7,4,Decreased,High,No Change,False,False,Decreased,Secure,Fair,Minor,61.1,34,14,3,0,2,1,2,1,0,0
232,Retail,True,6.1,5,Decreased,Medium,Increased,False,False,Decreased,Uncertain,Good,Moderate,75.0,53,17,2,1,3,2,1,1,0,0
233,Finance,True,10.0,8,Decreased,Medium,No Change,False,False,No Change,Uncertain,Poor,None,46.0,30,10,2,0,1,0,1,1,0,0
234,IT,True,7.6,6,Decreased,High,Decreased,False,True,No Change,Uncertain,Excellent,Severe,42.5,38,0,3,-1,4,3,1,1,0,1
235,Retail,True,10.8,8,Decreased,High,Decreased,False,True,Decreased,Uncertain,Fair,Minor,30.9,61,18,3,-1,2,1,1,1,0,1
236,Healthcare,True,8.6,6,No Change,High,Increased,False,True,Decreased,At Risk,Poor,Moderate,9.1,40,20,3,1,1,2,0,1,0,1
237,Healthcare,True,9.3,3,Decreased,Medium,Increased,False,False,No Change,Secure,Fair,Minor,79.2,52,23,2,1,2,1,2,1,0,0
238,Finance,True,8.7,8,Decreased,Low,Increased,False,True,Decreased,Secure,Excellent,Severe,99.2,62,20,1,1,4,3,2,1,0,1
239,Healthcare,True,10.7,6,Decreased,High,Decreased,True,False,No Change,At Risk,Good,Severe,21.4,42,22,3,-1,3,3,0,1,1,0
240,Finance,True,9.5,4,Decreased,Medium,Increased,False,False,No Change,Secure,Fair,None,76.6,42,22,2,1,2,0,2,1,0,0
241,Education,True,10.7,4,Decreased,High,Increased,False,False,Decreased,Secure,Fair,None,61.7,26,6,3,1,2,0,2,1,0,0
242,Education,True,7.9,8,No Change,High,Decreased,False,False,No Change,Secure,Good,Severe,60.6,42,22,3,-1,3,3,2,1,0,0
243,Retail,True,10.1,8,Decreased,High,No Change,False,False,Increased,At Risk,Good,Minor,27.3,38,16,3,0,3,1,0,1,0,0
244,Retail,True,7.3,7,Decreased,High,Decreased,False,False,No Change,Uncertain,Fair,Severe,32.4,43,23,3,-1,2,3,1,1,0,0
245,IT,True,10.8,4,Decreased,Medium,Decreased,False,False,No Change,Secure,Excellent,None,92.3,56,16,2,-1,4,0,2,1,0,0
246,Education,True,9.2,6,Decreased,High,No Change,False,True,No Change,Uncertain,Good,Moderate,36.4,25,5,3,0,3,2,1,1,0,1
247,Education,True,7.7,4,Decreased,Low,Increased,True,False,No Change,At Risk,Fair,Severe,43.7,60,9,1,1,2,3,0,1,1,0
248,Finance,True,10.3,4,Decreased,Low,Increased,False,False,No Change,Secure,Excellent,Minor,97.2,50,22,1,1,4,1,2,1,0,0
249,Retail,False,9.5,2,Increased,High,Decreased,False,False,No Change,Uncertain,Fair,None,34.2,53,21,3,-1,2,0,1,0,0,0
250,Education,False,10.3,4,Increased,Medium,Increased,True,False,No Change,Secure,Fair,None,67.7,26,6,2,1,2,0,2,0,1,0
251,Healthcare,True,8.5,7,Decreased,High,Decreased,False,False,No Change,Uncertain,Poor,Minor,26.7,31,2,3,-1,1,1,1,1,0,0
252,Education,True,6.1,3,No Change,Low,Increased,False,True,Decreased,Uncertain,Fair,None,66.7,27,7,1,1,2,0,1,1,0,1
253,Healthcare,True,10.1,6,Decreased,High,Increased,False,False,Decreased,At Risk,Fair,Moderate,11.0,33,12,3,1,2,2,0,1,0,0
254,Education,False,8.7,2,Decreased,Low,Decreased,True,False,Decreased,Secure,Fair,Minor,82.4,58,28,1,-1,2,1,2,0,1,0
255,Education,True,6.9,7,Decreased,Medium,Increased,True,True,Decreased,Secure,Good,Moderate,56.1,57,29,2,1,3,2,2,1,1,1
256,Finance,True,7.5,8,No Change,Low,Increased,False,True,No Change,Secure,Good,Severe,98.5,25,5,1,1,3,3,2,1,0,1
257,Retail,True,9.6,8,Decreased,High,Decreased,False,True,Increased,At Risk,Excellent,Moderate,31.6,52,18,3,-1,4,2,0,1,0,1
258,Finance,True,9.3,4,No Change,Medium,Increased,True,False,No Change,At Risk,Good,Severe,20.3,33,13,2,1,3,3,0,1,1,0
259,IT,False,7.4,5,No Change,High,Increased,False,True,Decreased,Secure,Fair,None,48.0,48,16,3,1,2,0,2,0,0,1
260,Retail,True,8.0,6,Decreased,Medium,No Change,False,True,No Change,Uncertain,Fair,None,42.6,43,23,2,0,2,0,1,1,0,1
261,Healthcare,True,11.0,4,Decreased,High,Decreased,True,False,Increased,Uncertain,Good,Severe,38.5,57,23,3,-1,3,3,1,1,1,0
262,Education,True,7.2,6,Decreased,Medium,Decreased,False,False,Increased,Secure,Excellent,Severe,83.0,27,3,2,-1,4,3,2,1,0,0
263,Finance,True,10.1,6,Decreased,High,No Change,False,False,Decreased,At Risk,Poor,Severe,6.5,35,6,3,0,1,3,0,1,0,0
264,Healthcare,True,9.7,8,Decreased,Medium,Decreased,False,False,Decreased,Secure,Good,Severe,77.4,54,20,2,-1,3,3,2,1,0,0
265,Education,True,8.0,7,Decreased,High,No Change,True,False,No Change,Uncertain,Fair,Minor,16.9,41,11,3,0,2,1,1,1,1,0
266,Education,False,7.2,3,No Change,High,Increased,False,True,No Change,Uncertain,Good,Minor,41.3,54,2,3,1,3,1,1,0,0,1
267,Healthcare,True,10.1,7,Decreased,High,No Change,False,True,No Change,Uncertain,Excellent,Minor,49.8,43,10,3,0,4,1,1,1,0,1
268,Education,True,9.6,5,Decreased,Medium,No Change,True,True,Decreased,Uncertain,Good,Minor,47.8,48,10,2,0,3,1,1,1,1,1
269,Retail,True,7.5,8,No Change,High,Decreased,False,True,Increased,Secure,Excellent,Severe,74.0,59,13,3,-1,4,3,2,1,0,1
270,Healthcare,True,8.0,3,Decreased,High,No Change,False,False,Increased,Uncertain,Fair,Minor,41.0,44,17,3,0,2,1,1,1,0,0
271,Healthcare,True,10.4,7,Decreased,High,Decreased,False,False,No Change,Secure,Good,None,77.7,59,9,3,-1,3,0,2,1,0,0
272,Education,True,9.9,8,Decreased,Medium,No Change,True,True,Decreased,Secure,Good,None,72.4,54,0,2,0,3,0,2,1,1,1
273,Healthcare,True,10.2,5,Decreased,High,Decreased,False,True,Decreased,Secure,Fair,Moderate,58.6,53,13,3,-1,2,2,2,1,0,1
274,IT,True,8.4,5,Decreased,Medium,Increased,False,False,No Change,Uncertain,Excellent,Moderate,72.6,51,3,2,1,4,2,1,1,0,0
275,Retail,True,10.0,4,Decreased,High,Decreased,False,False,No Change,Uncertain,Excellent,None,62.9,31,4,3,-1,4,0,1,1,0,0
276,Healthcare,False,10.9,2,No Change,Medium,Decreased,False,False,Decreased,Secure,Poor,None,64.2,59,4,2,-1,1,0,2,0,0,0
277,Retail,True,10.5,6,Decreased,Medium,Decreased,True,True,Increased,Uncertain,Good,None,39.9,52,13,2,-1,3,0,1,1,1,1
278,Healthcare,True,9.4,4,Decreased,Medium,Decreased,False,False,Decreased,Uncertain,Poor,Moderate,38.3,40,9,2,-1,1,2,1,1,0,0
279,Healthcare,True,9.2,8,Decreased,High,Decreased,False,True,No Change,Secure,Poor,Moderate,46.3,30,10,3,-1,1,2,2,1,0,1
280,Finance,True,6.4,4,Decreased,Low,No Change,True,False,Increased,Secure,Poor,Minor,57.5,47,13,1,0,1,1,2,1,1,0
281,IT,True,10.1,7,Decreased,High,Decreased,False,True,Decreased,Uncertain,Good,Moderate,44.8,61,19,3,-1,3,2,1,1,0,1
282,Healthcare,True,8.3,5,No Change,High,Decreased,True,False,Decreased,Secure,Good,Minor,56.8,33,13,3,-1,3,1,2,1,1,0
283,Finance,True,10.3,5,No Change,Medium,Increased,False,False,No Change,Uncertain,Good,None,58.9,33,13,2,1,3,0,1,1,0,0
284,Healthcare,True,10.5,5,No Change,Medium,Decreased,False,False,No Change,Uncertain,Good,Moderate,56.2,49,15,2,-1,3,2,1,1,0,0
285,Education,True,8.5,8,No Change,High,Increased,True,False,No Change,Uncertain,Good,Minor,36.9,44,14,3,1,3,1,1,1,1,0
286,IT,True,8.9,6,Decreased,Low,Increased,False,False,No Change,Secure,Good,Moderate,100.0,47,7,1,1,3,2,2,1,0,0
287,Finance,True,8.8,7,Decreased,Low,Increased,False,False,Increased,Secure,Poor,Minor,72.1,24,4,1,1,1,1,2,1,0,0
288,Finance,True,9.9,3,Decreased,Medium,Decreased,False,True,No Change,Secure,Good,Minor,82.5,44,18,2,-1,3,1,2,1,0,1
289,IT,True,6.9,5,Decreased,Low,Decreased,False,False,No Change,Secure,Excellent,Severe,98.5,52,9,1,-1,4,3,2,1,0,0
290,Retail,True,8.8,6,Decreased,Medium,No Change,False,True,Decreased,Secure,Fair,Moderate,74.1,26,6,2,0,2,2,2,1,0,1
291,Retail,False,8.0,2,Increased,High,Decreased,True,True,Increased,Secure,Fair,None,47.2,34,11,3,-1,2,0,2,0,1,1
292,Finance,True,6.5,4,Decreased,Medium,Increased,False,True,No Change,Secure,Excellent,Minor,78.0,41,11,2,1,4,1,2,1,0,1
293,IT,True,7.1,6,Decreased,Low,No Change,False,False,No Change,Secure,Excellent,Minor,99.0,37,17,1,0,4,1,2,1,0,0
294,IT,True,6.2,8,Decreased,Low,Increased,False,True,No Change,Secure,Excellent,Minor,100.0,38,18,1,1,4,1,2,1,0,1
295,Finance,False,6.5,2,Increased,High,Decreased,False,True,No Change,Secure,Fair,None,46.3,32,5,3,-1,2,0,2,0,0,1
296,Finance,True,7.3,8,Decreased,High,Increased,False,False,Increased,Uncertain,Poor,Moderate,32.5,24,4,3,1,1,2,1,1,0,0
297,Finance,True,7.0,8,Decreased,Low,Decreased,False,False,No Change,Uncertain,Fair,Moderate,75.9,53,2,1,-1,2,2,1,1,0,0
298,Healthcare,False,9.4,5,Increased,High,Decreased,False,True,No Change,At Risk,Poor,Severe,8.6,57,22,3,-1,1,3,0,0,0,1
299,Education,True,7.7,7,Decreased,Low,Decreased,False,False,No Change,Secure,Good,Moderate,100.0,52,28,1,-1,3,2,2,1,0,0
300,IT,True,7.5,3,Decreased,Medium,Increased,False,False,Increased,At Risk,Fair,Moderate,27.7,37,17,2,1,2,2,0,1,0,0
301,Retail,False,10.2,2,Increased,High,Decreased,False,True,Decreased,Uncertain,Fair,None,43.3,43,21,3,-1,2,0,1,0,0,1
302,Retail,True,8.2,4,Decreased,High,Decreased,False,True,Decreased,Uncertain,Good,Minor,50.0,27,7,3,-1,3,1,1,1,0,1
303,Retail,True,8.1,7,Decreased,Medium,Decreased,False,False,Increased,At Risk,Good,None,45.7,25,2,2,-1,3,0,0,1,0,0
304,Retail,False,7.5,2,Increased,High,Decreased,False,False,Increased,Secure,Excellent,None,65.4,41,21,3,-1,4,0,2,0,0,0
305,Education,True,8.7,5,Decreased,Medium,Decreased,False,False,Increased,At Risk,Good,Moderate,51.8,51,15,2,-1,3,2,0,1,0,0
306,Retail,True,9.0,3,Decreased,High,Increased,False,True,Decreased,At Risk,Poor,Severe,0.0,22,2,3,1,1,3,0,1,0,1
307,IT,True,7.7,7,Decreased,Medium,Decreased,False,False,Decreased,Uncertain,Fair,Moderate,55.1,55,13,2,-1,2,2,1,1,0,0
308,Finance,True,8.5,5,Decreased,High,Decreased,False,False,No Change,Uncertain,Poor,Moderate,35.9,27,7,3,-1,1,2,1,1,0,0
309,IT,True,10.9,6,Decreased,High,Increased,False,True,No Change,Secure,Fair,Moderate,57.4,37,13,3,1,2,2,2,1,0,1
310,Finance,True,8.6,4,Decreased,Medium,No Change,False,False,Increased,At Risk,Good,Moderate,53.5,31,6,2,0,3,2,0,1,0,0
311,Retail,True,7.2,3,Decreased,High,Increased,False,False,No Change,Uncertain,Excellent,Moderate,48.9,23,3,3,1,4,2,1,1,0,0
312,Healthcare,True,8.6,6,Decreased,Medium,No Change,True,False,Decreased,Secure,Poor,None,46.0,38,18,2,0,1,0,2,1,1,0
313,Finance,False,8.7,5,Decreased,Medium,Increased,False,True,No Change,Uncertain,Excellent,Minor,65.7,39,9,2,1,4,1,1,0,0,1
314,Healthcare,False,9.1,2,No Change,Medium,Decreased,False,False,Decreased,Secure,Good,None,92.5,47,19,2,-1,3,0,2,0,0,0
315,Retail,True,10.9,4,No Change,High,Decreased,False,True,No Change,Secure,Good,Severe,71.7,29,9,3,-1,3,3,2,1,0,1
316,Healthcare,False,10.2,5,No Change,Medium,No Change,True,True,No Change,Secure,Good,Minor,64.6,28,8,2,0,3,1,2,0,1,1
317,Education,True,9.5,3,No Change,Medium,Decreased,False,False,No Change,Uncertain,Excellent,Moderate,74.1,45,25,2,-1,4,2,1,1,0,0
318,Retail,True,9.3,4,Decreased,Medium,Decreased,False,True,No Change,At Risk,Excellent,Moderate,49.0,57,13,2,-1,4,2,0,1,0,1
319,Education,True,8.2,6,Decreased,Low,Decreased,False,False,No Change,At Risk,Fair,Severe,41.8,28,8,1,-1,2,3,0,1,0,0
320,Finance,True,8.5,7,Decreased,Medium,Increased,True,True,No Change,Uncertain,Excellent,Moderate,48.7,35,15,2,1,4,2,1,1,1,1
321,Retail,False,8.8,2,Increased,High,Decreased,False,False,Decreased,Secure,Good,Minor,78.0,39,4,3,-1,3,1,2,0,0,0
322,Education,False,6.8,5,Decreased,Medium,No Change,True,False,Decreased,Secure,Good,Moderate,65.1,57,28,2,0,3,2,2,0,1,0
323,Retail,True,9.3,7,Decreased,High,Decreased,False,False,Decreased,Uncertain,Excellent,Severe,51.3,31,11,3,-1,4,3,1,1,0,0
324,Retail,True,8.2,5,Decreased,Medium,Increased,False,True,No Change,Uncertain,Poor,None,46.7,48,9,2,1,1,0,1,1,0,1
325,IT,True,9.7,5,Decreased,High,No Change,False,False,No Change,At Risk,Excellent,None,32.9,41,2,3,0,4,0,0,1,0,0
326,Education,True,9.0,7,Decreased,High,Decreased,False,False,No Change,Uncertain,Fair,Moderate,47.0,39,4,3,-1,2,2,1,1,0,0
327,Education,True,8.5,6,Decreased,High,Decreased,False,False,No Change,Secure,Fair,Severe,61.2,33,1,3,-1,2,3,2,1,0,0
328,Education,True,10.6,6,No Change,Low,Increased,False,True,No Change,At Risk,Good,Severe,58.0,31,11,1,1,3,3,0,1,0,1
329,Finance,True,10.5,6,Decreased,High,No Change,False,False,Decreased,Uncertain,Poor,Minor,29.4,48,6,3,0,1,1,1,1,0,0
330,Finance,True,10.3,6,Decreased,High,Increased,True,False,No Change,Secure,Good,Moderate,57.7,49,23,3,1,3,2,2,1,1,0
331,Education,True,6.5,4,Decreased,Medium,Increased,False,False,Decreased,Uncertain,Excellent,Severe,60.6,36,5,2,1,4,3,1,1,0,0
332,Finance,True,8.6,8,Decreased,High,Increased,False,False,Increased,Uncertain,Excellent,Minor,64.0,55,8,3,1,4,1,1,1,0,0
333,Healthcare,True,8.7,6,Decreased,Medium,Decreased,False,True,No Change,Secure,Poor,Moderate,67.7,60,25,2,-1,1,2,2,1,0,1
334,IT,True,7.8,5,Decreased,Medium,No Change,False,False,Decreased,Secure,Fair,Moderate,75.0,45,16,2,0,2,2,2,1,0,0
335,Healthcare,True,10.2,5,Decreased,High,Decreased,False,False,Decreased,At Risk,Good,None,31.0,25,5,3,-1,3,0,0,1,0,0
336,Healthcare,True,6.9,6,Decreased,Medium,Decreased,False,False,No Change,Secure,Good,Moderate,94.5,28,8,2,-1,3,2,2,1,0,0
337,Healthcare,True,10.5,4,Decreased,High,Decreased,False,True,No Change,Uncertain,Good,None,54.2,35,15,3,-1,3,0,1,1,0,1
338,Finance,True,8.1,8,Decreased,Medium,Increased,True,False,Decreased,At Risk,Excellent,Moderate,35.7,31,11,2,1,4,2,0,1,1,0
339,IT,False,9.8,4,Decreased,Low,Increased,False,False,Decreased,Secure,Excellent,Severe,100.0,54,0,1,1,4,3,2,0,0,0
340,Finance,True,8.2,5,Decreased,High,No Change,True,True,Increased,Uncertain,Good,Minor,25.2,44,8,3,0,3,1,1,1,1,1
341,IT,True,6.6,8,Decreased,Low,Increased,True,True,No Change,Uncertain,Good,Severe,55.8,28,8,1,1,3,3,1,1,1,1
342,Healthcare,True,8.4,8,Decreased,High,No Change,False,False,No Change,At Risk,Good,Minor,35.4,56,22,3,0,3,1,0,1,0,0
343,IT,False,8.7,5,No Change,Medium,Increased,False,False,Decreased,Secure,Good,None,75.2,60,27,2,1,3,0,2,0,0,0
344,Retail,False,10.1,4,Increased,Medium,No Change,False,False,No Change,Secure,Good,None,92.3,29,9,2,0,3,0,2,0,0,0
345,Education,False,9.0,5,Increased,High,Decreased,True,True,Decreased,Secure,Fair,None,46.4,46,0,3,-1,2,0,2,0,1,1
346,IT,True,6.6,4,Decreased,Medium,Increased,False,False,Increased,Secure,Good,Moderate,87.1,60,22,2,1,3,2,2,1,0,0
347,Retail,True,10.2,8,Decreased,High,No Change,False,True,Increased,Uncertain,Poor,None,24.7,38,6,3,0,1,0,1,1,0,1
348,Finance,True,8.9,3,Decreased,Low,Increased,True,False,Decreased,At Risk,Excellent,Moderate,48.9,58,7,1,1,4,2,0,1,1,0
349,Education,True,10.3,6,Decreased,High,Decreased,True,True,No Change,At Risk,Excellent,Minor,8.5,47,21,3,-1,4,1,0,1,1,1
350,Education,False,9.3,5,Decreased,High,Increased,True,False,No Change,Uncertain,Fair,Minor,26.4,56,2,3,1,2,1,1,0,1,0
351,Finance,True,7.7,4,Decreased,Medium,No Change,True,False,No Change,Secure,Good,Minor,65.2,46,11,2,0,3,1,2,1,1,0
352,IT,True,8.9,8,Decreased,High,Increased,True,False,Increased,Secure,Good,Moderate,55.6,60,17,3,1,3,2,2,1,1,0
353,Finance,False,8.9,4,Increased,Low,Increased,True,True,Decreased,At Risk,Good,Minor,32.1,49,20,1,1,3,1,0,0,1,1
354,Finance,True,8.9,7,Decreased,Low,No Change,False,False,Increased,Uncertain,Excellent,Moderate,77.3,30,10,1,0,4,2,1,1,0,0
355,Finance,True,9.4,7,Decreased,High,Decreased,False,False,Increased,At Risk,Poor,Severe,12.9,22,2,3,-1,1,3,0,1,0,0
356,Education,True,10.3,5,Decreased,Medium,Decreased,False,False,No Change,Secure,Good,Moderate,93.6,31,11,2,-1,3,2,2,1,0,0
357,Healthcare,True,7.3,3,Decreased,High,No Change,False,False,No Change,Secure,Fair,Moderate,52.1,37,4,3,0,2,2,2,1,0,0
358,Education,False,7.1,4,Increased,Medium,Increased,False,False,Decreased,At Risk,Fair,Minor,38.4,59,20,2,1,2,1,0,0,0,0
359,Education,True,10.2,4,Decreased,High,No Change,False,False,No Change,Uncertain,Excellent,Minor,53.0,28,8,3,0,4,1,1,1,0,0
360,IT,False,8.1,3,No Change,Low,Increased,False,False,Increased,Secure,Excellent,Moderate,100.0,50,4,1,1,4,2,2,0,0,0
361,Retail,True,8.4,8,Decreased,Medium,No Change,True,False,No Change,Secure,Good,Minor,75.5,39,19,2,0,3,1,2,1,1,0
362,Retail,True,6.3,6,No Change,High,Decreased,True,False,Decreased,Uncertain,Fair,Minor,24.9,47,12,3,-1,2,1,1,1,1,0
363,IT,True,6.0,6,Decreased,High,Decreased,True,True,No Change,Secure,Good,Minor,49.0,56,12,3,-1,3,1,2,1,1,1
364,Retail,True,6.2,4,No Change,High,Decreased,False,False,Decreased,Uncertain,Excellent,Minor,64.4,57,27,3,-1,4,1,1,1,0,0
365,Finance,True,8.9,8,Decreased,Medium,Increased,False,True,No Change,Uncertain,Good,Severe,60.9,25,3,2,1,3,3,1,1,0,1
366,Healthcare,False,10.0,3,Decreased,High,Decreased,True,True,Decreased,Secure,Good,None,48.5,58,1,3,-1,3,0,2,0,1,1
367,Healthcare,True,10.1,4,Decreased,High,Decreased,True,False,Increased,Secure,Good,Moderate,53.8,56,4,3,-1,3,2,2,1,1,0
368,IT,True,10.8,7,Decreased,High,Increased,True,True,Increased,Uncertain,Good,Minor,34.4,50,14,3,1,3,1,1,1,1,1
369,Finance,True,8.3,5,Decreased,Medium,No Change,True,True,Increased,Secure,Excellent,Severe,64.2,25,5,2,0,4,3,2,1,1,1
370,IT,False,7.0,5,Decreased,Medium,Increased,True,False,No Change,Secure,Good,None,65.2,30,10,2,1,3,0,2,0,1,0
371,Retail,False,9.2,2,Decreased,High,Decreased,True,True,No Change,Uncertain,Excellent,None,31.1,26,6,3,-1,4,0,1,0,1,1
372,Retail,True,7.7,3,Decreased,High,Decreased,False,True,Decreased,Uncertain,Excellent,Minor,47.8,33,13,3,-1,4,1,1,1,0,1
373,Healthcare,True,9.3,7,Decreased,High,Decreased,False,False,No Change,Secure,Good,Severe,79.2,41,7,3,-1,3,3,2,1,0,0
374,IT,True,8.1,5,Decreased,Low,Decreased,False,False,Decreased,Secure,Good,Moderate,100.0,37,17,1,-1,3,2,2,1,0,0
375,Retail,True,9.3,7,Decreased,High,Decreased,False,False,No Change,Uncertain,Fair,Moderate,37.2,60,0,3,-1,2,2,1,1,0,0
376,Retail,True,8.9,8,Decreased,High,Decreased,False,False,Decreased,Uncertain,Fair,Severe,36.7,27,7,3,-1,2,3,1,1,0,0
